Année,T2M_MAX,T2M_MIN,RH2M,RR,WS10M,WD10M,TS,PS,Région
2015-04-29,41.89,26.71,24.23,0.0,3.02,53.7,35.51,96.84,BAGUINEDA
2015-04-30,40.25,24.46,25.96,0.0,3.33,116.1,33.81,96.8,BAGUINEDA
2015-05-01,41.43,25.72,29.56,0.0,2.82,163.3,35.37,96.79,BAGUINEDA
2015-05-02,41.37,26.88,34.71,0.28,3.03,226.5,36.84,96.76,BAGUINEDA
2015-05-03,37.65,27.66,42.76,0.01,4.68,225.8,33.76,96.88,BAGUINEDA
2015-05-04,39.12,25.95,45.73,0.88,5.75,201.8,33.83,96.93,BAGUINEDA
2015-05-05,39.24,26.83,43.62,0.11,3.78,215.2,35.48,96.95,BAGUINEDA
2015-05-06,39.21,27.12,37.91,0.39,4.13,195.6,35.53,96.99,BAGUINEDA
2015-05-07,39.78,26.93,41.76,0.41,2.25,204.6,36.15,97.02,BAGUINEDA
2015-05-08,40.63,28.12,35.68,0.03,3.31,197.8,37.03,96.96,BAGUINEDA
2015-05-09,37.51,27.69,46.17,2.22,4.62,207.9,34.21,97.05,BAGUINEDA
2015-05-10,32.92,26.03,62.43,5.2,3.24,256.8,29.92,97.13,BAGUINEDA
2015-05-11,39.16,25.12,49.75,0.83,3.46,226.9,33.92,96.98,BAGUINEDA
2015-05-12,37.78,25.61,51.55,2.08,3.34,185.7,33.19,97.05,BAGUINEDA
2015-05-13,38.04,27.14,49.16,1.56,1.93,176.5,34.57,97.08,BAGUINEDA
2015-05-14,41.47,26.23,42.73,0.01,2.67,187.6,36.04,96.91,BAGUINEDA
2015-05-15,41.46,25.14,41.17,0.01,3.17,171.4,35.6,96.9,BAGUINEDA
2015-05-16,39.77,25.8,44.74,0.47,4.17,164.8,35.3,97.08,BAGUINEDA
2015-05-17,40.39,26.86,44.11,0.44,3.57,176.7,36.63,97.05,BAGUINEDA
2015-05-18,39.57,27.55,48.19,1.55,4.51,211.7,35.67,97.03,BAGUINEDA
2015-05-19,31.33,25.86,64.95,3.81,5.91,224.9,29.24,97.19,BAGUINEDA
2015-05-20,38.53,23.55,52.83,0.03,3.68,225.8,33.09,97.08,BAGUINEDA
2015-05-21,39.24,25.58,44.92,0.57,2.87,209.1,35.0,97.12,BAGUINEDA
2015-05-22,35.84,27.86,50.53,2.15,2.86,245.6,32.82,97.23,BAGUINEDA
2015-05-23,35.74,26.05,55.37,3.25,3.97,227.3,31.09,97.11,BAGUINEDA
2015-05-24,34.44,25.19,59.89,0.21,4.75,203.5,31.0,97.17,BAGUINEDA
2015-05-25,39.63,25.08,50.11,0.2,3.02,199.1,34.54,97.08,BAGUINEDA
2015-05-26,40.19,26.68,43.94,0.08,2.79,158.1,35.76,96.98,BAGUINEDA
2015-05-27,42.19,26.13,39.45,0.0,2.81,188.1,36.47,96.89,BAGUINEDA
2015-05-28,34.94,25.61,55.31,0.19,4.05,191.9,31.93,96.97,BAGUINEDA
2015-05-29,38.62,25.4,54.82,5.37,3.91,181.1,33.09,96.97,BAGUINEDA
2015-05-30,38.81,24.61,56.53,8.77,2.63,213.5,33.09,96.99,BAGUINEDA
2015-05-31,41.12,26.69,50.61,0.14,4.55,201.9,35.17,96.9,BAGUINEDA
2015-06-01,34.99,26.42,64.12,6.51,4.43,215.9,30.73,96.97,BAGUINEDA
2015-06-02,31.92,24.51,71.92,11.42,3.82,216.7,28.31,97.03,BAGUINEDA
2015-06-03,34.87,24.36,66.68,6.25,3.49,218.3,29.75,97.18,BAGUINEDA
2015-06-04,30.71,24.24,76.01,8.37,2.76,228.5,27.38,97.25,BAGUINEDA
2015-06-05,35.14,23.81,64.85,0.81,3.76,209.0,30.18,97.14,BAGUINEDA
2015-06-06,34.26,24.45,67.99,7.96,3.71,225.4,29.18,97.09,BAGUINEDA
2015-06-07,34.66,24.06,66.12,0.44,4.07,211.7,29.77,97.03,BAGUINEDA
2015-06-08,32.66,24.83,71.7,0.68,4.24,206.9,28.45,97.03,BAGUINEDA
2015-06-09,32.2,23.99,72.92,3.31,3.16,195.1,28.17,97.12,BAGUINEDA
2015-06-10,35.06,23.29,66.79,5.92,3.17,182.3,29.76,97.25,BAGUINEDA
2015-06-11,32.82,24.59,72.72,8.09,2.56,128.5,28.77,97.3,BAGUINEDA
2015-06-12,36.14,23.53,64.88,0.08,2.42,202.5,30.73,97.18,BAGUINEDA
2015-06-13,37.74,24.52,61.58,0.29,4.05,220.7,32.01,97.08,BAGUINEDA
2015-06-14,33.98,24.61,70.2,4.06,3.84,214.7,30.0,97.11,BAGUINEDA
2015-06-15,36.17,23.57,65.97,3.1,3.75,190.9,30.6,97.21,BAGUINEDA
2015-06-16,33.57,23.54,65.16,1.48,3.52,220.4,29.34,97.22,BAGUINEDA
2015-06-17,36.03,24.51,61.16,4.66,3.07,238.4,31.06,97.08,BAGUINEDA
2015-06-18,37.5,24.61,60.47,0.68,3.11,232.5,32.12,97.0,BAGUINEDA
2015-06-19,35.61,24.9,63.67,4.68,4.35,218.2,30.94,97.08,BAGUINEDA
2015-06-20,36.42,24.27,59.34,2.69,2.49,208.1,31.26,97.26,BAGUINEDA
2015-06-21,37.48,23.42,57.52,1.78,2.69,195.3,31.78,97.28,BAGUINEDA
2015-06-22,38.51,24.45,58.65,0.57,3.25,207.4,32.7,97.24,BAGUINEDA
2015-06-23,35.57,25.1,67.11,6.46,3.68,211.4,30.78,97.31,BAGUINEDA
2015-06-24,35.05,24.35,68.58,4.44,2.78,213.0,30.48,97.45,BAGUINEDA
2015-06-25,31.85,24.52,73.76,16.88,3.64,232.1,28.09,97.5,BAGUINEDA
2015-06-26,30.19,24.13,80.8,4.76,4.78,232.4,26.92,97.35,BAGUINEDA
2015-06-27,31.13,23.22,77.54,3.47,3.7,218.2,27.5,97.23,BAGUINEDA
2015-06-28,33.3,23.68,74.19,8.52,2.69,196.5,29.07,97.26,BAGUINEDA
2015-06-29,34.65,23.39,69.17,1.78,3.49,173.8,29.59,97.28,BAGUINEDA
2015-06-30,33.48,23.28,70.07,4.88,3.11,214.1,29.38,97.32,BAGUINEDA
2015-07-01,35.37,23.53,64.98,2.25,2.32,205.1,30.34,97.25,BAGUINEDA
2015-07-02,35.73,23.71,64.15,2.12,3.24,233.6,30.5,97.17,BAGUINEDA
2015-07-03,31.96,24.83,73.82,4.57,3.94,235.5,28.17,97.17,BAGUINEDA
2015-07-04,31.84,23.84,76.26,2.47,3.23,205.1,27.87,97.22,BAGUINEDA
2015-07-05,35.05,22.57,66.23,2.21,2.79,184.6,29.81,97.13,BAGUINEDA
2015-07-06,29.71,24.05,78.5,9.94,2.08,198.9,26.92,97.18,BAGUINEDA
2015-07-07,30.22,23.59,78.59,5.6,2.0,57.8,26.99,97.19,BAGUINEDA
2015-07-08,31.43,23.33,77.1,7.74,1.91,120.3,27.73,97.2,BAGUINEDA
2015-07-09,30.62,23.26,77.54,38.19,1.21,250.5,27.63,97.34,BAGUINEDA
2015-07-10,29.18,23.27,77.87,3.85,1.17,272.9,26.48,97.49,BAGUINEDA
2015-07-11,29.9,22.75,76.19,0.7,1.02,263.3,26.51,97.48,BAGUINEDA
2015-07-12,32.86,23.51,69.84,2.54,1.87,98.3,28.63,97.37,BAGUINEDA
2015-07-13,33.37,24.03,71.45,1.49,2.16,91.7,28.73,97.25,BAGUINEDA
2015-07-14,34.26,23.67,69.25,0.95,1.81,199.3,29.32,97.14,BAGUINEDA
2015-07-15,32.02,24.1,75.88,4.65,3.36,233.8,27.84,97.13,BAGUINEDA
2015-07-16,31.13,22.98,76.57,2.37,2.36,153.7,27.44,97.18,BAGUINEDA
2015-07-17,33.51,22.55,72.72,0.04,2.44,188.6,28.96,97.3,BAGUINEDA
2015-07-18,33.93,23.76,70.77,4.77,2.32,285.9,29.37,97.28,BAGUINEDA
2015-07-19,32.75,23.46,79.76,33.15,2.75,239.4,27.95,97.14,BAGUINEDA
2015-07-20,31.49,23.71,80.47,8.31,4.01,237.1,27.46,97.15,BAGUINEDA
2015-07-21,28.71,23.37,87.59,43.12,2.86,235.0,25.87,97.26,BAGUINEDA
2015-07-22,29.11,23.1,87.1,27.52,3.35,224.7,25.87,97.29,BAGUINEDA
2015-07-23,30.92,22.74,80.62,6.18,1.6,245.1,26.97,97.26,BAGUINEDA
2015-07-24,29.42,23.22,84.01,17.55,2.02,281.4,26.26,97.24,BAGUINEDA
2015-07-25,30.43,22.28,82.3,4.47,2.05,193.0,26.6,97.22,BAGUINEDA
2015-07-26,30.83,21.83,79.08,1.78,2.49,195.7,26.88,97.27,BAGUINEDA
2015-07-27,29.46,22.82,82.24,5.47,2.89,227.6,26.1,97.24,BAGUINEDA
2015-07-28,30.32,22.26,82.06,7.88,2.9,224.6,26.18,97.22,BAGUINEDA
2015-07-29,26.8,22.64,90.21,32.92,3.82,189.1,24.64,97.24,BAGUINEDA
2015-07-30,29.81,21.96,86.46,9.78,3.62,203.1,25.8,97.25,BAGUINEDA
2015-07-31,26.61,22.75,91.48,11.18,3.0,226.5,24.53,97.22,BAGUINEDA
2015-08-01,29.84,21.64,83.49,1.31,2.23,245.0,26.07,97.21,BAGUINEDA
2015-08-02,30.95,22.17,79.32,1.96,1.69,262.1,27.03,97.24,BAGUINEDA
2015-08-03,28.93,22.64,81.14,3.86,1.21,195.5,25.93,97.24,BAGUINEDA
2015-08-04,30.23,21.82,81.12,1.02,2.82,195.8,26.2,97.15,BAGUINEDA
2015-08-05,29.55,23.1,82.79,2.97,3.7,242.5,26.17,97.17,BAGUINEDA
2015-08-06,27.73,23.11,88.4,6.96,3.08,290.5,24.87,97.13,BAGUINEDA
2015-08-07,28.74,22.07,85.98,41.01,1.89,252.3,25.31,96.9,BAGUINEDA
2015-08-08,29.03,21.59,84.71,12.71,4.34,189.8,24.98,96.97,BAGUINEDA
2015-08-09,28.34,21.3,85.3,2.08,1.99,183.2,24.88,97.22,BAGUINEDA
2015-08-10,29.47,22.49,84.29,3.73,2.18,282.3,25.98,97.18,BAGUINEDA
2015-08-11,27.95,22.63,88.95,40.26,1.79,9.2,24.97,97.07,BAGUINEDA
2015-08-12,30.04,22.15,84.59,5.06,3.34,174.0,25.72,97.32,BAGUINEDA
2015-08-13,29.71,22.34,83.5,2.89,1.53,274.9,26.37,97.39,BAGUINEDA
2015-08-14,31.92,22.93,81.49,1.88,1.96,197.7,27.38,97.21,BAGUINEDA
2015-08-15,29.19,22.47,85.4,6.5,1.91,164.0,25.93,97.22,BAGUINEDA
2015-08-16,28.54,22.64,84.71,4.68,1.93,163.3,25.56,97.29,BAGUINEDA
2015-08-17,29.32,22.58,85.15,3.56,2.94,252.1,25.87,97.31,BAGUINEDA
2015-08-18,27.53,23.21,88.96,31.87,2.38,308.4,24.88,97.18,BAGUINEDA
2015-08-19,29.51,22.19,85.02,13.02,1.94,129.7,25.53,97.06,BAGUINEDA
2015-08-20,29.7,22.13,83.88,3.31,1.81,162.3,26.05,97.15,BAGUINEDA
2015-08-21,31.04,22.33,81.91,3.15,1.87,122.3,26.83,97.18,BAGUINEDA
2015-08-22,26.94,22.67,89.03,18.01,2.9,104.3,24.55,97.17,BAGUINEDA
2015-08-23,30.18,22.03,81.41,0.99,1.55,186.0,26.15,97.21,BAGUINEDA
2015-08-24,29.73,22.42,82.24,10.66,1.76,257.6,26.15,97.22,BAGUINEDA
2015-08-25,29.49,23.57,82.03,9.45,1.5,292.1,25.78,97.25,BAGUINEDA
2015-08-26,29.11,21.56,85.01,4.45,2.57,211.4,25.44,97.25,BAGUINEDA
2015-08-27,28.19,22.37,88.95,18.54,2.63,293.6,24.99,97.15,BAGUINEDA
2015-08-28,27.87,23.38,90.44,5.94,2.19,61.5,25.06,97.01,BAGUINEDA
2015-08-29,28.68,22.97,88.11,7.73,3.36,157.6,25.49,97.21,BAGUINEDA
2015-08-30,26.47,23.19,89.59,8.11,3.15,233.8,24.24,97.4,BAGUINEDA
2015-08-31,28.84,21.85,87.34,37.52,1.68,102.6,25.15,97.29,BAGUINEDA
2015-09-01,29.92,22.23,82.98,6.03,1.44,248.9,26.01,97.28,BAGUINEDA
2015-09-02,29.84,21.9,82.36,9.79,1.23,78.4,25.94,97.27,BAGUINEDA
2015-09-03,30.17,22.38,83.49,2.4,2.38,174.7,26.3,97.24,BAGUINEDA
2015-09-04,31.03,22.53,84.01,6.58,2.86,257.3,26.85,97.2,BAGUINEDA
2015-09-05,29.38,23.11,86.04,6.79,1.67,124.5,26.23,97.24,BAGUINEDA
2015-09-06,28.63,22.01,86.86,3.74,2.45,144.7,25.37,97.3,BAGUINEDA
2015-09-07,29.04,22.22,84.91,3.56,2.59,216.1,25.36,97.34,BAGUINEDA
2015-09-08,30.65,21.52,79.11,2.13,2.11,264.8,25.96,97.2,BAGUINEDA
2015-09-09,29.24,22.47,83.74,17.21,1.65,280.6,25.58,97.09,BAGUINEDA
2015-09-10,28.47,21.83,84.65,3.14,2.04,150.6,25.08,97.18,BAGUINEDA
2015-09-11,30.26,22.55,83.97,5.0,1.74,208.7,26.37,97.25,BAGUINEDA
2015-09-12,30.51,23.81,78.22,8.06,0.84,83.0,26.55,97.22,BAGUINEDA
2015-09-13,30.97,22.83,80.17,3.91,1.41,242.7,26.58,97.18,BAGUINEDA
2015-09-14,29.78,22.89,84.05,3.01,2.03,244.1,26.16,97.28,BAGUINEDA
2015-09-15,30.32,22.44,84.3,4.0,1.89,261.0,26.23,97.31,BAGUINEDA
2015-09-16,28.44,22.4,86.72,8.45,2.23,228.9,25.1,97.29,BAGUINEDA
2015-09-17,29.79,22.2,83.03,7.66,2.1,267.6,25.66,97.17,BAGUINEDA
2015-09-18,27.6,22.8,88.59,5.36,1.86,306.2,24.8,97.17,BAGUINEDA
2015-09-19,29.75,22.05,83.96,2.63,1.98,83.8,25.77,97.24,BAGUINEDA
2015-09-20,30.22,22.21,85.38,8.32,2.29,141.1,26.31,97.25,BAGUINEDA
2015-09-21,29.1,23.43,85.07,9.79,1.45,131.4,25.85,97.31,BAGUINEDA
2015-09-22,29.39,22.68,81.14,5.91,1.51,116.2,25.86,97.25,BAGUINEDA
2015-09-23,29.87,22.47,81.6,7.72,1.57,122.0,26.14,97.28,BAGUINEDA
2015-09-24,30.82,23.95,81.77,9.28,1.18,308.8,26.8,97.29,BAGUINEDA
2015-09-25,29.33,23.31,85.95,2.81,1.62,232.3,25.97,97.25,BAGUINEDA
2015-09-26,29.91,22.45,84.47,8.24,1.67,166.0,26.17,97.17,BAGUINEDA
2015-09-27,29.47,22.61,84.72,8.28,1.95,100.3,25.7,97.13,BAGUINEDA
2015-09-28,30.2,22.59,81.63,16.3,1.28,106.3,25.99,97.12,BAGUINEDA
2015-09-29,29.0,22.65,84.74,13.64,2.56,109.4,25.37,97.13,BAGUINEDA
2015-09-30,30.59,21.72,79.15,4.59,1.66,117.2,26.29,97.18,BAGUINEDA
2015-10-01,31.72,23.63,77.1,1.51,2.06,108.1,26.73,97.11,BAGUINEDA
2015-10-02,30.41,22.77,83.8,2.61,1.4,200.9,26.47,97.07,BAGUINEDA
2015-10-03,29.7,23.05,81.78,7.18,1.79,262.3,25.83,97.18,BAGUINEDA
2015-10-04,32.27,21.84,76.64,16.97,1.76,90.7,26.55,97.31,BAGUINEDA
2015-10-05,32.55,22.56,77.07,7.38,2.36,102.0,26.98,97.28,BAGUINEDA
2015-10-06,28.51,22.99,87.66,10.84,2.94,110.3,25.48,97.29,BAGUINEDA
2015-10-07,28.86,23.18,85.82,1.88,2.38,249.3,25.24,97.33,BAGUINEDA
2015-10-08,30.66,21.69,82.91,2.94,2.72,294.3,25.96,97.19,BAGUINEDA
2015-10-09,30.84,21.79,81.53,6.01,1.78,244.5,26.35,97.16,BAGUINEDA
2015-10-10,30.44,22.23,81.66,4.57,1.63,197.0,26.32,97.22,BAGUINEDA
2015-10-11,28.79,22.93,84.75,3.93,1.78,138.1,25.34,97.26,BAGUINEDA
2015-10-12,30.14,22.74,83.16,3.2,2.0,110.2,25.85,97.34,BAGUINEDA
2015-10-13,29.5,22.25,81.68,3.19,1.69,80.1,25.68,97.33,BAGUINEDA
2015-10-14,31.01,22.63,80.61,5.96,2.16,315.3,26.68,97.21,BAGUINEDA
2015-10-15,30.97,22.45,81.23,1.76,2.11,312.7,26.31,97.15,BAGUINEDA
2015-10-16,32.56,21.93,78.03,0.48,1.97,230.6,27.11,97.14,BAGUINEDA
2015-10-17,31.46,22.7,76.61,5.13,1.61,227.5,27.04,97.22,BAGUINEDA
2015-10-18,32.36,23.19,77.55,4.91,1.81,167.9,27.32,97.29,BAGUINEDA
2015-10-19,31.51,22.54,77.98,3.0,1.75,129.4,26.8,97.32,BAGUINEDA
2015-10-20,31.82,22.51,74.86,1.49,1.46,201.9,26.98,97.24,BAGUINEDA
2015-10-21,31.4,22.21,77.98,3.82,1.83,254.3,26.38,97.23,BAGUINEDA
2015-10-22,30.27,22.27,81.65,5.35,2.3,313.6,26.13,97.21,BAGUINEDA
2015-10-23,30.92,22.62,82.04,2.39,2.53,280.5,26.48,97.23,BAGUINEDA
2015-10-24,32.51,22.12,79.01,0.35,2.09,199.2,27.14,97.21,BAGUINEDA
2015-10-25,32.81,21.26,71.85,0.32,1.94,198.5,27.01,97.23,BAGUINEDA
2015-10-26,31.48,21.97,75.1,4.84,2.28,277.3,26.6,97.24,BAGUINEDA
2015-10-27,31.83,22.18,77.29,1.75,1.69,271.9,26.88,97.27,BAGUINEDA
2015-10-28,31.59,22.06,77.29,0.74,1.8,259.4,26.99,97.22,BAGUINEDA
2015-10-29,32.22,22.45,75.31,2.52,1.48,209.0,27.29,97.13,BAGUINEDA
2015-10-30,32.18,21.84,72.12,0.44,1.97,268.2,27.06,97.11,BAGUINEDA
2015-10-31,32.09,21.39,73.84,0.08,2.22,170.8,26.53,97.11,BAGUINEDA
2015-11-01,30.66,21.52,77.01,2.21,2.42,157.5,26.15,97.18,BAGUINEDA
2015-11-02,30.01,22.33,78.53,0.67,2.03,143.3,26.05,97.29,BAGUINEDA
2015-11-03,32.01,22.04,71.3,0.01,2.07,50.7,26.35,97.24,BAGUINEDA
2015-11-04,29.63,19.09,71.95,0.0,3.1,75.8,23.7,97.26,BAGUINEDA
2015-11-05,31.85,18.86,60.97,0.0,2.46,84.1,23.63,97.26,BAGUINEDA
2015-11-06,31.9,17.9,60.8,0.0,2.59,95.5,23.93,97.26,BAGUINEDA
2015-11-07,31.02,17.35,55.59,0.0,2.79,80.2,22.65,97.2,BAGUINEDA
2015-11-08,31.1,16.27,57.91,0.0,2.43,109.7,22.95,97.32,BAGUINEDA
2015-11-09,30.52,20.13,61.68,0.0,2.09,96.4,23.78,97.42,BAGUINEDA
2015-11-10,31.32,18.31,60.15,0.0,2.1,88.4,24.08,97.35,BAGUINEDA
2015-11-11,31.72,20.13,61.94,0.26,2.1,56.4,25.51,97.17,BAGUINEDA
2015-11-12,32.32,21.78,65.23,0.0,2.39,67.0,25.97,97.2,BAGUINEDA
2015-11-13,32.0,18.92,62.71,0.0,3.07,82.9,24.1,97.41,BAGUINEDA
2015-11-14,31.6,17.19,60.67,0.0,3.05,88.6,23.4,97.45,BAGUINEDA
2015-11-15,31.0,16.67,51.75,0.0,2.43,40.1,22.72,97.37,BAGUINEDA
2015-11-16,30.71,15.44,48.45,0.0,2.05,52.9,21.89,97.23,BAGUINEDA
2015-11-17,31.27,17.11,48.64,0.0,1.91,42.8,22.55,97.17,BAGUINEDA
2015-11-18,30.79,18.39,56.73,0.0,2.13,48.3,23.16,97.13,BAGUINEDA
2015-11-19,31.09,17.88,60.06,0.0,3.43,43.9,23.21,97.21,BAGUINEDA
2015-11-20,30.37,14.76,59.63,0.0,3.03,47.4,21.87,97.27,BAGUINEDA
2015-11-21,30.51,16.38,58.11,0.0,3.39,59.5,22.57,97.14,BAGUINEDA
2015-11-22,30.52,19.36,58.68,0.0,2.02,76.5,23.35,97.08,BAGUINEDA
2015-11-23,30.26,19.51,55.78,0.0,1.65,64.1,23.21,97.14,BAGUINEDA
2015-11-24,31.32,17.54,56.69,0.0,2.73,43.8,23.36,97.29,BAGUINEDA
2015-11-25,31.54,16.58,57.7,0.0,3.26,47.9,22.91,97.29,BAGUINEDA
2015-11-26,31.1,15.47,52.61,0.0,3.06,39.6,22.34,97.19,BAGUINEDA
2015-11-27,30.79,15.78,51.62,0.0,2.95,40.3,22.16,97.2,BAGUINEDA
2015-11-28,31.3,17.09,50.41,0.0,2.93,52.9,22.62,97.29,BAGUINEDA
2015-11-29,31.22,14.34,49.09,0.0,3.32,46.7,21.34,97.46,BAGUINEDA
2015-11-30,30.78,13.72,46.66,0.0,3.61,32.1,20.73,97.53,BAGUINEDA
2015-12-01,30.81,13.9,49.51,0.0,2.76,52.5,20.78,97.41,BAGUINEDA
2015-12-02,29.93,12.74,56.46,0.0,3.1,74.2,20.27,97.43,BAGUINEDA
2015-12-03,29.46,13.59,59.63,0.0,3.88,83.8,20.23,97.44,BAGUINEDA
2015-12-04,28.31,13.84,58.69,0.0,4.42,67.2,19.38,97.57,BAGUINEDA
2015-12-05,27.69,11.876666666666663,56.3,0.0,4.39,70.2,18.17,97.58,BAGUINEDA
2015-12-06,27.83,11.563333333333333,54.51,0.0,3.7,73.3,18.06,97.58,BAGUINEDA
2015-12-07,28.16,12.9,56.13,0.0,3.43,71.2,19.36,97.57,BAGUINEDA
2015-12-08,27.59,12.77,60.12,0.0,3.75,70.3,19.51,97.53,BAGUINEDA
2015-12-09,27.99,14.55,57.3,0.0,3.7,63.9,20.36,97.54,BAGUINEDA
2015-12-10,27.7,14.35,56.46,0.0,3.96,55.1,18.89,97.61,BAGUINEDA
2015-12-11,27.99,14.0,49.51,0.0,2.72,39.9,19.29,97.62,BAGUINEDA
2015-12-12,28.78,13.48,53.6,0.0,2.16,52.0,19.86,97.5,BAGUINEDA
2015-12-13,27.51,13.9,56.16,0.0,2.76,83.3,19.67,97.38,BAGUINEDA
2015-12-14,28.71,13.19,53.66,0.0,3.16,76.4,19.87,97.38,BAGUINEDA
2015-12-15,29.23,13.63,52.69,0.0,3.76,71.4,19.96,97.55,BAGUINEDA
2015-12-16,28.81,13.05,53.17,0.0,3.7,58.4,19.24,97.58,BAGUINEDA
2015-12-17,29.03,11.916666666666664,53.16,0.0,3.31,66.0,19.02,97.53,BAGUINEDA
2015-12-18,28.69,10.966666666666669,49.93,0.0,3.27,68.0,18.84,97.59,BAGUINEDA
2015-12-19,27.31,10.606666666666664,51.89,0.0,3.56,61.1,17.79,97.57,BAGUINEDA
2015-12-20,27.39,10.48,50.58,0.0,3.07,63.8,18.03,97.55,BAGUINEDA
2015-12-21,28.39,12.356666666666664,49.35,0.0,3.01,58.8,19.52,97.46,BAGUINEDA
2015-12-22,26.79,15.83,56.19,0.0,2.97,51.2,18.94,97.51,BAGUINEDA
2015-12-23,28.22,14.12,53.61,0.0,3.02,51.3,19.95,97.49,BAGUINEDA
2015-12-24,24.49,15.28,58.58,0.0,3.19,65.7,18.6,97.56,BAGUINEDA
2015-12-25,28.26,13.33,50.13,0.0,4.58,63.0,19.13,97.57,BAGUINEDA
2015-12-26,27.85,12.276666666666666,52.58,0.0,3.9,63.7,18.3,97.53,BAGUINEDA
2015-12-27,27.66,12.39,50.48,0.0,4.06,51.9,18.51,97.51,BAGUINEDA
2015-12-28,27.96,11.646666666666668,49.02,0.0,3.52,27.2,17.95,97.61,BAGUINEDA
2015-12-29,27.98,12.03,48.13,0.0,3.77,48.1,18.79,97.62,BAGUINEDA
2015-12-30,28.5,12.02,49.34,0.0,3.08,52.1,19.38,97.61,BAGUINEDA
2015-12-31,24.23,14.3,55.34,0.0,3.26,44.4,17.77,97.53,BAGUINEDA
2016-01-01,28.13,13.21,51.72,0.0,3.21,45.6,19.53,97.49,BAGUINEDA
2016-01-02,29.33,12.61,50.11,0.0,4.25,59.9,19.37,97.49,BAGUINEDA
2016-01-03,28.14,12.13,50.82,0.0,3.86,45.8,18.84,97.47,BAGUINEDA
2016-01-04,25.24,14.27,50.06,0.0,3.63,57.0,18.01,97.49,BAGUINEDA
2016-01-05,23.1,14.31,52.78,0.92,3.54,347.9,16.93,97.59,BAGUINEDA
2016-01-06,19.61,13.52,84.15,2.04,3.91,48.1,15.83,97.75,BAGUINEDA
2016-01-07,25.92,13.27,84.63,0.03,2.46,127.5,18.82,97.58,BAGUINEDA
2016-01-08,25.56,15.73,79.49,0.0,2.31,58.9,20.4,97.55,BAGUINEDA
2016-01-09,30.33,16.84,58.2,0.0,3.11,45.7,22.62,97.51,BAGUINEDA
2016-01-10,31.8,18.56,50.09,0.0,3.76,43.7,23.31,97.41,BAGUINEDA
2016-01-11,32.56,14.87,48.68,0.0,3.41,55.6,22.4,97.27,BAGUINEDA
2016-01-12,32.89,15.07,47.63,0.0,3.77,66.2,22.57,97.18,BAGUINEDA
2016-01-13,32.74,14.34,45.73,0.0,3.89,71.9,22.1,97.23,BAGUINEDA
2016-01-14,31.76,12.5,43.34,0.0,3.86,77.8,20.92,97.21,BAGUINEDA
2016-01-15,31.58,13.453333333333331,41.97,0.0,2.88,72.0,21.36,97.25,BAGUINEDA
2016-01-16,29.58,15.99,47.84,0.0,3.41,62.9,20.91,97.26,BAGUINEDA
2016-01-17,31.44,13.61,40.81,0.0,3.1,64.0,21.5,97.24,BAGUINEDA
2016-01-18,32.41,14.01,41.39,0.0,3.25,68.1,22.15,97.22,BAGUINEDA
2016-01-19,31.57,14.23,40.41,0.0,3.64,58.8,21.93,97.18,BAGUINEDA
2016-01-20,31.1,15.15,43.82,0.0,3.76,52.8,21.59,97.24,BAGUINEDA
2016-01-21,25.95,15.2,45.6,0.0,4.17,41.2,19.14,97.41,BAGUINEDA
2016-01-22,26.99,14.41,41.8,0.0,4.57,42.1,19.04,97.53,BAGUINEDA
2016-01-23,27.36,13.79,42.33,0.0,4.36,32.4,19.34,97.62,BAGUINEDA
2016-01-24,32.03,13.07,40.97,0.0,4.57,62.3,20.89,97.6,BAGUINEDA
2016-01-25,31.08,12.58,43.51,0.0,4.38,68.3,20.9,97.62,BAGUINEDA
2016-01-26,30.65,13.62,43.09,0.0,4.52,57.0,20.99,97.67,BAGUINEDA
2016-01-27,28.92,13.96,43.52,0.0,4.45,47.4,20.76,97.6,BAGUINEDA
2016-01-28,30.51,14.8,36.43,0.0,5.36,41.8,21.52,97.58,BAGUINEDA
2016-01-29,29.48,13.26,37.2,0.0,5.56,53.1,19.92,97.54,BAGUINEDA
2016-01-30,29.69,12.409999999999997,41.34,0.0,4.28,63.7,19.84,97.52,BAGUINEDA
2016-01-31,29.82,12.27,40.88,0.0,3.98,49.4,20.06,97.54,BAGUINEDA
2016-02-01,30.05,12.14,36.74,0.0,5.23,37.0,20.06,97.5,BAGUINEDA
2016-02-02,28.4,10.853333333333332,36.44,0.0,5.15,41.4,18.79,97.44,BAGUINEDA
2016-02-03,29.67,10.336666666666664,34.61,0.0,4.0,53.6,18.96,97.33,BAGUINEDA
2016-02-04,31.41,10.713333333333331,36.57,0.0,3.69,51.3,20.07,97.41,BAGUINEDA
2016-02-05,31.9,12.09,37.9,0.0,3.35,50.0,21.14,97.4,BAGUINEDA
2016-02-06,32.5,12.85,38.07,0.0,3.91,53.2,21.54,97.47,BAGUINEDA
2016-02-07,32.23,13.41,36.27,0.0,5.37,61.1,21.35,97.57,BAGUINEDA
2016-02-08,32.09,12.13,36.98,0.0,5.05,59.7,21.05,97.61,BAGUINEDA
2016-02-09,32.12,12.006666666666666,36.81,0.0,4.57,51.9,21.2,97.62,BAGUINEDA
2016-02-10,32.64,12.13,35.27,0.0,4.8,62.2,21.51,97.42,BAGUINEDA
2016-02-11,31.6,12.21,35.82,0.0,3.86,62.3,21.65,97.34,BAGUINEDA
